"Track Title","Track Length","Artist","Album","Genre"
Belly of the Beast (feat. Chronixx),3:57,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
No. 99,2:51,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Christ Conscious,2:54,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
On & On (feat. Maverick Sabre & Dyemond Lewis),4:41,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Escape 120 (feat. Raury),3:48,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Black Beetles,3:51,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
O.C.B.,3:43,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Curry Chicken,3:33,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Run up on Ya (feat. Action Bronson & Elle Varner) [Bonus],4:08,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
Teach Me (feat. Kiesza) [Bonus],4:19,Joey Bada$$,B4.Da.$$ (Deluxe),Hip-Hop
"My Jeep (feat. Chuck Strangers, Issa Gold & Meechie Darko)",4:36,Joey Bada$$,Summer Knights,Hip-Hop
Imagine,3:07,John Lennon,Imagine,Pop
Ross Capicchioni,7:41,Joyner Lucas,Along Came Joyner,Hip-Hop/Rap
I'm Not Racist,6:48,Joyner Lucas,I'm Not Racist - Single,Hip-Hop/Rap
I Don't Die,3:45,Joyner Lucas & Chris Brown,I Don't Die - Single,Hip-Hop/Rap
1539 N. Calvert,2:37,JPEGMAFIA,Veteran,Hip-Hop/Rap
Baby I'm Bleeding,2:32,JPEGMAFIA,Veteran,Hip-Hop/Rap
Carry On Wayward Son,5:23,Kansas,Leftoverture,Rock
Dust In the Wind,3:26,Kansas,Point of Know Return,Rock
Stronger,5:12,Kanye West,Graduation,Hip-Hop/Rap
Good Life (feat. T-Pain),3:27,Kanye West,Graduation,Hip-Hop/Rap
Can't Tell Me Nothing,4:32,Kanye West,Graduation,Hip-Hop/Rap
Flashing Lights,3:58,Kanye West,Graduation,Hip-Hop/Rap
Gold Digger (feat. Jamie Foxx),3:28,Kanye West,Late Registration,Hip-Hop/Rap
Ultralight Beam,5:21,Kanye West,The Life of Pablo,Hip-Hop/Rap
Power,4:52,Kanye West,My Beautiful Dark Twisted Fantasy,Hip-Hop/Rap
All of the Lights,5:00,Kanye West,My Beautiful Dark Twisted Fantasy,Hip-Hop/Rap
I Thought About Killing You,4:34,Kanye West,ye,Hip-Hop/Rap
Yikes,3:09,Kanye West,ye,Hip-Hop/Rap
All Mine,2:26,Kanye West,ye,Hip-Hop/Rap
Wouldn't Leave (feat. PARTYNEXTDOOR),3:26,Kanye West,ye,Hip-Hop/Rap
No Mistakes,2:03,Kanye West,ye,Hip-Hop/Rap
Ghost Town (feat. PARTYNEXTDOOR),4:31,Kanye West,ye,Hip-Hop/Rap
Violent Crimes,3:35,Kanye West,ye,Hip-Hop/Rap
Blood On the Leaves,6:00,Kanye West,Yeezus,Hip-Hop/Rap
Bound 2,3:49,Kanye West,Yeezus,Hip-Hop/Rap
Heartless,3:31,Kanye West,808s & Heartbreak,Hip-Hop/Rap
Love Lockdown,4:30,Kanye West,808s & Heartbreak,Hip-Hop/Rap
Move Like Creatures,4:06,Katastro,Gentle Predator,Reggae
Watch It Burn,3:08,Katastro,Gentle Predator,Reggae
You & I Wait,4:20,Katastro,Gentle Predator,Reggae
Alone,3:38,Katastro,Gentle Predator,Reggae
Angels (Live in Studio),2:32,Katastro,Gentle Predator,Reggae
Fallen,3:37,Katastro,Gentle Predator,Reggae
Gentle Predator,4:15,Katastro,Gentle Predator,Reggae
BLOOD.,1:58,Kendrick Lamar,DAMN.,Hip-Hop/Rap
DNA.,3:06,Kendrick Lamar,DAMN.,Hip-Hop/Rap
YAH.,2:40,Kendrick Lamar,DAMN.,Hip-Hop/Rap
ELEMENT.,3:29,Kendrick Lamar,DAMN.,Hip-Hop/Rap
FEEL.,3:35,Kendrick Lamar,DAMN.,Hip-Hop/Rap
LOYALTY. (FEAT. RIHANNA.),3:47,Kendrick Lamar,DAMN.,Hip-Hop/Rap
PRIDE.,4:35,Kendrick Lamar,DAMN.,Hip-Hop/Rap
HUMBLE.,2:57,Kendrick Lamar,DAMN.,Hip-Hop/Rap
LUST.,5:08,Kendrick Lamar,DAMN.,Hip-Hop/Rap
LOVE. (FEAT. ZACARI.),3:33,Kendrick Lamar,DAMN.,Hip-Hop/Rap
XXX. (FEAT. U2.),4:14,Kendrick Lamar,DAMN.,Hip-Hop/Rap
FEAR.,7:41,Kendrick Lamar,DAMN.,Hip-Hop/Rap
GOD.,4:09,Kendrick Lamar,DAMN.,Hip-Hop/Rap
DUCKWORTH.,4:09,Kendrick Lamar,DAMN.,Hip-Hop/Rap
Sherane a.k.A Master Splinter’s Daughter,4:33,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
"Bitch, Don’t Kill My Vibe",5:11,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Backseat Freestyle,3:33,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
The Art of Peer Pressure,5:25,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Money Trees (feat. Jay Rock),6:27,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Poetic Justice (feat. Drake),5:00,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Good Kid,3:34,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
m.A.A.d city (feat. MC Eiht),5:50,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Swimming Pools (Drank) [Extended Version],5:14,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
"Sing About Me, I'm Dying of Thirst",12:04,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Real (feat. Anna Wise),7:23,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
Compton (feat. Dr. Dre),4:08,Kendrick Lamar,"good kid, m.A.A.d city",Hip-Hop/Rap
F*ck Your Ethnicity,3:45,Kendrick Lamar,Section.80,Hip-Hop/Rap
Hol' Up,2:53,Kendrick Lamar,Section.80,Hip-Hop/Rap
A.D.H.D,3:36,Kendrick Lamar,Section.80,Hip-Hop/Rap
No Make-Up (Her Vice) [feat. Colin Munroe],3:56,Kendrick Lamar,Section.80,Hip-Hop/Rap
Tammy's Song (Her Evils),2:42,Kendrick Lamar,Section.80,Hip-Hop/Rap
Chapter Six,2:41,Kendrick Lamar,Section.80,Hip-Hop/Rap
Ronald Reagan Era,3:37,Kendrick Lamar,Section.80,Hip-Hop/Rap
Poe Mans Dreams (His Vice) [feat. GLC],4:22,Kendrick Lamar,Section.80,Hip-Hop/Rap
Chapter Ten,1:16,Kendrick Lamar,Section.80,Hip-Hop/Rap
Keisha's Song (Her Pain) [feat. Ashtro Bot],3:47,Kendrick Lamar,Section.80,Hip-Hop/Rap
Rigamortus,2:49,Kendrick Lamar,Section.80,Hip-Hop/Rap
Kush & Corinthians (feat. BJ the Chicago Kid),5:05,Kendrick Lamar,Section.80,Hip-Hop/Rap
Blow My High (Members Only),3:36,Kendrick Lamar,Section.80,Hip-Hop/Rap
Ab-Souls Outro (feat. Ab-Soul),5:50,Kendrick Lamar,Section.80,Hip-Hop/Rap
HiiiPower,4:40,Kendrick Lamar,Section.80,Hip-Hop/Rap
Wesley's Theory (feat. George Clinton & Thundercat),4:47,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
For Free? (Interlude),2:11,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
King Kunta,3:55,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
"Institutionalized (feat. Bilal, Anna Wise & Snoop Dogg)",4:32,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
"These Walls (feat. Bilal, Anna Wise & Thundercat)",5:01,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
u,4:28,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Alright,3:39,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
For Sale? (Interlude),4:52,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Momma,4:43,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Hood Politics,4:53,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
How Much a Dollar Cost (feat. James Fauntleroy & Ronald Isley),4:22,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Complexion (A Zulu Love) [feat. Rapsody],4:23,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
The Blacker the Berry,5:29,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
You Ain't Gotta Lie (Momma Said),4:02,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
i,5:36,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Mortal Man,12:07,Kendrick Lamar,To Pimp a Butterfly,Hip-Hop/Rap
Let It Rock (feat. Lil Wayne),3:51,Kevin Rudolf,In the City (Bonus Track Version),Rock
Mr. Rager,4:54,Kid Cudi,"Man On the Moon, Vol. II: The Legend of Mr. Rager (Bonus Track Version)",Hip-Hop/Rap
In My Dreams (Cudder Anthem),3:19,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Soundtrack 2 My Life,3:56,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Simple As...,2:31,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Solo Dolo (Nightmare),4:26,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Heart of a Lion (Kid Cudi Theme Music),4:21,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
My World (feat. Billy Craven),4:03,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Day 'n' Nite,3:41,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Sky Might Fall,3:41,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
"Enter Galactic (Love Connection, Pt. I)",4:20,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Alive (Nightmare) [feat. Ratatat],4:07,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Cudi Zone,4:19,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Make Her Say (feat. Kanye West & Common),3:36,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Pursuit of Happiness (Nightmare) [feat. MGMT & Ratatat],4:55,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Hyyerr (feat. Chip tha Ripper),3:32,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Up Up & Away,3:47,Kid Cudi,Man On the Moon: The End of Day,Hip-Hop/Rap
Runaways,4:06,The Killers,Battle Born,Alternative
The Way It Was,3:54,The Killers,Battle Born,Alternative
Miss Atomic Bomb,4:55,The Killers,Battle Born,Alternative
From Here On Out,2:30,The Killers,Battle Born,Alternative
Be Still,4:35,The Killers,Battle Born,Alternative
Battle Born,5:18,The Killers,Battle Born,Alternative
Human,4:05,The Killers,Day & Age,Alternative
Spaceman,4:45,The Killers,Day & Age,Alternative
Jenny Was a Friend of Mine,4:04,The Killers,Hot Fuss,Rock
Mr. Brightside,3:43,The Killers,Hot Fuss,Rock
Smile Like You Mean It,3:54,The Killers,Hot Fuss,Rock
Somebody Told Me,3:17,The Killers,Hot Fuss,Rock
All These Things That I've Done,5:02,The Killers,Hot Fuss,Rock
"Andy, You're a Star",3:14,The Killers,Hot Fuss,Rock
On Top,4:19,The Killers,Hot Fuss,Rock
Change Your Mind,3:12,The Killers,Hot Fuss,Rock
Believe Me Natalie,5:05,The Killers,Hot Fuss,Rock
Midnight Show,4:03,The Killers,Hot Fuss,Rock
Everything Will Be Alright,5:45,The Killers,Hot Fuss,Rock
Sam's Town,4:06,The Killers,Sam's Town,Rock
Enterlude,0:50,The Killers,Sam's Town,Rock
When You Were Young,3:40,The Killers,Sam's Town,Rock
Bling (Confession of a King),4:08,The Killers,Sam's Town,Rock
For Reasons Unknown,3:32,The Killers,Sam's Town,Alternative
Read My Mind,4:07,The Killers,Sam's Town,Rock
Uncle Jonny,4:26,The Killers,Sam's Town,Rock
Bones,3:47,The Killers,Sam's Town,Rock
My List,4:08,The Killers,Sam's Town,Rock
This River Is Wild,4:38,The Killers,Sam's Town,Rock
Why Do I Keep Counting?,4:24,The Killers,Sam's Town,Rock
Exitlude,2:27,The Killers,Sam's Town,Rock
Wonderful Wonderful,5:10,The Killers,Wonderful Wonderful,Alternative
The Man,4:10,The Killers,Wonderful Wonderful,Alternative
Run for Cover,3:42,The Killers,Wonderful Wonderful,Alternative
Tyson vs. Douglas,4:34,The Killers,Wonderful Wonderful,Alternative
Planet B,3:56,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Mars for the Rich,4:12,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Organ Farmer,2:39,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Superbug,6:43,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Venusian 1,3:21,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Perihelion,3:11,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Venusian 2,2:44,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Self-Immolate,4:29,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
Hell,3:40,King Gizzard & The Lizard Wizard,Infest the Rats' Nest,Metal
War (feat. Marsha Ambrosius),5:00,King Los,"God, Money, War",Hip-Hop/Rap
God Money War,4:08,King Los,"God, Money, War",Hip-Hop/Rap
Supersoaker,3:50,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Rock City,2:57,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Don't Matter,2:50,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Beautiful War,5:10,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Temple,4:10,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Wait for Me,3:30,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Family Tree,3:51,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Comeback Story,3:59,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Tonight,4:33,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Coming Back Again,3:29,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
On the Chin,4:17,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Work On Me,4:04,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Last Mile Home,4:11,Kings of Leon,Mechanical Bull (Expanded Edition),Alternative
Closer,3:57,Kings of Leon,Only By the Night,Alternative
Crawl,4:06,Kings of Leon,Only By the Night,Alternative
Sex On Fire,3:23,Kings of Leon,Only By the Night,Alternative
Use Somebody,3:51,Kings of Leon,Only By the Night,Alternative
Manhattan,3:24,Kings of Leon,Only By the Night,Alternative
Revelry,3:22,Kings of Leon,Only By the Night,Alternative
17,3:05,Kings of Leon,Only By the Night,Alternative
Notion,3:01,Kings of Leon,Only By the Night,Alternative
I Want You,5:07,Kings of Leon,Only By the Night,Alternative
Be Somebody,3:47,Kings of Leon,Only By the Night,Alternative
Cold Desert,5:35,Kings of Leon,Only By the Night,Alternative
Waste a Moment,3:03,Kings of Leon,Walls,Alternative
Reverend,3:54,Kings of Leon,Walls,Alternative
Around the World,3:34,Kings of Leon,Walls,Alternative
Find Me,4:06,Kings of Leon,Walls,Alternative
Over,6:11,Kings of Leon,Walls,Alternative
Muchacho,3:10,Kings of Leon,Walls,Alternative
Conversation Piece,4:59,Kings of Leon,Walls,Alternative
Eyes On You,4:41,Kings of Leon,Walls,Alternative
Wild,3:39,Kings of Leon,Walls,Alternative
Walls,5:30,Kings of Leon,Walls,Alternative
"Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright)",4:44,Kirk Knight,"Good Knight (feat. Joey Bada$$, Flatbush Zombies & Dizzy Wright) - Single",East Coast Rap
5 Minutes (feat. Joey Bada$$),3:28,Kirk Knight,Late Knight Special,East Coast Rap
Freak on a Leash,4:16,Korn,Follow the Leader,Hard Rock
The End Begins,1:31,Korn,The Nothing,Metal
Cold,3:46,Korn,The Nothing,Metal
You'll Never Find Me,3:41,Korn,The Nothing,Metal
The Darkness is Revealing,3:40,Korn,The Nothing,Metal
Idiosyncrasy,4:39,Korn,The Nothing,Metal
The Seduction of Indulgence,1:43,Korn,The Nothing,Metal
Finally Free,3:53,Korn,The Nothing,Metal
Can You Hear Me,2:53,Korn,The Nothing,Metal
The Ringmaster,3:01,Korn,The Nothing,Metal
Gravity of Discomfort,3:35,Korn,The Nothing,Metal
H@Rd3r,4:47,Korn,The Nothing,Metal
This Loss,4:41,Korn,The Nothing,Metal
Surrender to Failure,2:21,Korn,The Nothing,Metal
Coming Undone,3:20,Korn,See You on the Other Side,Hard Rock
Custard Pie,4:16,Led Zeppelin,Physical Graffiti (Remastered),Rock
The Rover,5:39,Led Zeppelin,Physical Graffiti (Remastered),Rock
In My Time of Dying,11:08,Led Zeppelin,Physical Graffiti (Remastered),Rock
Houses of the Holy,4:05,Led Zeppelin,Physical Graffiti (Remastered),Rock
Trampled Under Foot,5:37,Led Zeppelin,Physical Graffiti (Remastered),Rock
Kashmir,8:37,Led Zeppelin,Physical Graffiti (Remastered),Rock
In the Light,8:48,Led Zeppelin,Physical Graffiti (Remastered),Rock
Bron-Yr-Aur,2:07,Led Zeppelin,Physical Graffiti (Remastered),Rock
Down By the Seaside,5:16,Led Zeppelin,Physical Graffiti (Remastered),Rock
Ten Years Gone,6:35,Led Zeppelin,Physical Graffiti (Remastered),Rock
Night Flight,3:38,Led Zeppelin,Physical Graffiti (Remastered),Rock
The Wanton Song,4:09,Led Zeppelin,Physical Graffiti (Remastered),Rock
Boogie With Stu,3:53,Led Zeppelin,Physical Graffiti (Remastered),Rock
Black Country Woman,4:25,Led Zeppelin,Physical Graffiti (Remastered),Rock
Sick Again,4:42,Led Zeppelin,Physical Graffiti (Remastered),Rock
Awful Things,3:34,Lil Peep,"Come Over When You're Sober, Pt. 1",Hip-Hop/Rap
The Brightside,3:36,Lil Peep,"Come Over When You're Sober, Pt. 1",Hip-Hop/Rap
Drop the World (feat. Eminem),3:49,Lil Wayne,Rebirth,Hip-Hop/Rap
A Milli,3:42,Lil Wayne,Tha Carter III,Hip-Hop/Rap
Let the Beat Build,5:09,Lil Wayne,Tha Carter III,Hip-Hop/Rap
6 Foot 7 Foot (feat. Cory Gunz),4:09,Lil Wayne,Tha Carter IV (Deluxe Edition),Hip-Hop/Rap
I Love You Dwayne,2:00,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Don't Cry (feat. XXXTENTACION),4:09,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Dedicate,3:10,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Uproar (feat. Swizz Beatz),3:14,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Let It Fly (feat. Travis Scott),3:07,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Can't Be Broken,3:13,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Dark Side of the Moon (feat. Nicki Minaj),4:03,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Mona Lisa (feat. Kendrick Lamar),5:24,Lil Wayne,Tha Carter V,Hip-Hop/Rap
What About Me (feat. Sosamann),3:37,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Open Letter,4:29,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Famous (feat. Reginae Carter),4:02,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Problems,3:29,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Dope N****z (feat. Snoop Dogg),3:26,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Hittas,3:44,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Took His Time,4:22,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Open Safe,3:44,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Start This Shit Off Right (feat. Ashanti & Mack Maine),4:40,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Demon,3:34,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Mess,3:32,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Dope New Gospel (feat. Nivea),3:27,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Perfect Strangers,4:10,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Used 2,4:00,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Let It All Work Out,5:16,Lil Wayne,Tha Carter V,Hip-Hop/Rap
Right Above It (feat. Drake),4:32,Lil Wayne & Drake,I Am Not a Human Being,Hip-Hop/Rap
Crawling,3:29,LINKIN PARK,Hybrid Theory (Deluxe Version),Hard Rock
In the End,3:36,LINKIN PARK,Hybrid Theory (Deluxe Version),Hard Rock
Faint,2:42,LINKIN PARK,Meteora (Deluxe Version),Hard Rock
Breaking the Habit,3:16,LINKIN PARK,Meteora (Deluxe Version),Hard Rock
Numb,3:08,LINKIN PARK,Meteora (Deluxe Version),Hard Rock
Bleed It Out,2:44,LINKIN PARK,Minutes to Midnight (Deluxe Version),Hard Rock
Shadow of the Day,4:50,LINKIN PARK,Minutes to Midnight (Deluxe Version),Hard Rock
What I've Done,3:26,LINKIN PARK,Minutes to Midnight (Deluxe Version),Hard Rock
Contact,2:43,Logic,The Incredible True Story,Hip-Hop/Rap
Fade Away,4:47,Logic,The Incredible True Story,Hip-Hop/Rap
Upgrade,2:53,Logic,The Incredible True Story,Hip-Hop/Rap
White People (Scene),1:39,Logic,The Incredible True Story,Hip-Hop/Rap
Like Woah,3:53,Logic,The Incredible True Story,Hip-Hop/Rap
Young Jesus (feat. Big Lenbo),3:35,Logic,The Incredible True Story,Hip-Hop/Rap
Innermission (feat. Lucy Rose),4:00,Logic,The Incredible True Story,Hip-Hop/Rap
I Am the Greatest,3:23,Logic,The Incredible True Story,Hip-Hop/Rap
The Cube (Scene),0:27,Logic,The Incredible True Story,Hip-Hop/Rap
Lord Willin',3:29,Logic,The Incredible True Story,Hip-Hop/Rap
City of Stars,6:17,Logic,The Incredible True Story,Hip-Hop/Rap
Stainless (feat. Dria),3:20,Logic,The Incredible True Story,Hip-Hop/Rap
Babel (Scene),1:11,Logic,The Incredible True Story,Hip-Hop/Rap
Paradise (feat. Jesse Boykins III),4:42,Logic,The Incredible True Story,Hip-Hop/Rap
Never Been,4:07,Logic,The Incredible True Story,Hip-Hop/Rap
Run It,3:21,Logic,The Incredible True Story,Hip-Hop/Rap
Lucidity (Scene),0:56,Logic,The Incredible True Story,Hip-Hop/Rap
The Incredible True Story,6:57,Logic,The Incredible True Story,Hip-Hop/Rap
Intro,3:03,Logic,Under Pressure,Hip-Hop/Rap
Soul Food,4:53,Logic,Under Pressure,Hip-Hop/Rap
I'm Gone,4:42,Logic,Under Pressure,Hip-Hop/Rap
Gang Related,2:47,Logic,Under Pressure,Hip-Hop/Rap
Buried Alive,5:38,Logic,Under Pressure,Hip-Hop/Rap
Bounce,4:05,Logic,Under Pressure,Hip-Hop/Rap
Growing Pains III,4:07,Logic,Under Pressure,Hip-Hop/Rap
Never Enough,4:23,Logic,Under Pressure,Hip-Hop/Rap
Metropolis,4:55,Logic,Under Pressure,Hip-Hop/Rap
Nikki,3:24,Logic,Under Pressure,Hip-Hop/Rap
Under Pressure,9:20,Logic,Under Pressure,Hip-Hop/Rap
Till the End,5:14,Logic,Under Pressure,Hip-Hop/Rap
Listen,8:11,Lucid Planet,Lucid Planet,Metal
Apparatus,6:21,Lucid Planet,Lucid Planet,Metal
Kairos,6:32,Lucid Planet,Lucid Planet,Metal
Grey Feet,4:29,Lucid Planet,Lucid Planet,Metal
Olm 053,6:55,Lucid Planet,Lucid Planet,Metal
This Side of the Yawning Grave,2:15,Lucid Planet,Lucid Planet,Metal
Beneath Me,8:51,Lucid Planet,Lucid Planet,Metal
Requiem,6:47,Lucid Planet,Lucid Planet,Metal
Free Bird,9:13,Lynyrd Skynyrd,Pronounced Leh-Nerd Skin-Nerd,Rock
Sweet Home Alabama,4:44,Lynyrd Skynyrd,Second Helping,Rock
Best Day Ever,2:39,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),Hip-Hop/Rap
Donald Trump,2:45,Mac Miller,Best Day Ever (5th Anniversary Remastered Edition),Hip-Hop/Rap
Doors,1:18,Mac Miller,GO:OD AM,Hip-Hop
Brand Name,5:02,Mac Miller,GO:OD AM,Hip-Hop
Rush Hour,3:22,Mac Miller,GO:OD AM,Hip-Hop
Two Matches (feat. Ab-Soul),4:36,Mac Miller,GO:OD AM,Hip-Hop
100 Grandkids,4:39,Mac Miller,GO:OD AM,Hip-Hop
Time Flies (feat. Lil B),2:53,Mac Miller,GO:OD AM,Hip-Hop
Weekend (feat. Miguel),3:28,Mac Miller,GO:OD AM,Hip-Hop
Clubhouse,3:01,Mac Miller,GO:OD AM,Hip-Hop
In the Bag,4:35,Mac Miller,GO:OD AM,Hip-Hop
Break the Law,3:16,Mac Miller,GO:OD AM,Hip-Hop
Perfect Circle / God Speed,7:56,Mac Miller,GO:OD AM,Hip-Hop
When In Rome,3:43,Mac Miller,GO:OD AM,Hip-Hop
ROS,5:43,Mac Miller,GO:OD AM,Hip-Hop
Cut the Check (feat. Chief Keef),2:51,Mac Miller,GO:OD AM,Hip-Hop
Ascension,4:52,Mac Miller,GO:OD AM,Hip-Hop
Jump,4:40,Mac Miller,GO:OD AM,Hip-Hop
The Festival (feat. Little Dragon),4:39,Mac Miller,GO:OD AM,Hip-Hop
S.D.S. (Live),3:31,Mac Miller,Live From Space,Hip-Hop
The Star Room / Killin' Time (Live),5:33,Mac Miller,Live From Space,Hip-Hop
BDE (Best Day Ever) [Live],5:22,Mac Miller,Live From Space,Hip-Hop
Bird Call (Live),2:42,Mac Miller,Live From Space,Hip-Hop
Watching Movies (Live),3:33,Mac Miller,Live From Space,Hip-Hop
REMember (Live),4:31,Mac Miller,Live From Space,Hip-Hop
The Question (Live),8:12,Mac Miller,Live From Space,Hip-Hop
Objects in the Mirror (Live),6:30,Mac Miller,Live From Space,Hip-Hop
Youforia (Live),4:06,Mac Miller,Live From Space,Hip-Hop
Eggs Aisle,2:40,Mac Miller,Live From Space,Hip-Hop
